ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;CHANGEMENT_STATUT
"40";"240644";"240644";"Daphnia magna";"Straus, 1820";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240650";"240650";"Daphnia obtusa";"Kurz, 1875";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17686";"17686";"Daphnia pulex";"Leydig, 1860";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18011";"18011";"Darwinula stevensoni";"(Brady & Robertson, 1870)";"";"";"ES";"Darwinulidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240772";"240772";"Diacyclops bicuspidatus";"(Claus, 1857)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17889";"17889";"Diacyclops bisetosus";"(Rehberg, 1880)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240773";"240773";"Diacyclops clandestinus";"(Kiefer, 1926)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240774";"240774";"Diacyclops crassicaudis";"(Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17890";"17890";"Diacyclops languidoides";"(Lilljeborg, 1901)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240776";"240776";"Diacyclops languidus";"(O.G. Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17681";"17681";"Diaphanosoma brachyurum";"(Liévin, 1848)";"";"";"ES";"Sididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240740";"240740";"Diaptomus castor";"(Jurine, 1820)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"625202";"625202";"Disparalona rostrata";"(Koch, 1841)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240690";"240690";"Dunhevedia crassa";"King, 1853";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18640";"18640";"Echinogammarus berilloni";"(Catta, 1878)";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241232";"241232";"Echinogammarus pacaudi";"Hubault & Ruffo, 1956";"";"";"ES";"Gammaridae";"Métropole";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241234";"241234";"Echinogammarus pungens";"(H. Milne Edwards, 1840)";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241235";"241235";"Echinogammarus spinulicornis";"Pinkster & Stock, 1971";"";"";"ES";"Gammaridae";"Métropole";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240802";"240802";"Ectocyclops phaleratus";"(Koch, 1838)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240849";"240849";"Elaphoidella bidens";"(Schmeil, 1894)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240861";"240861";"Epactophanes richardi";"Mrázek, 1893";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"235432";"235432";"Ergasilus sieboldi";"Nordmann, 1832";"";"";"ES";"Ergasilidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240798";"240798";"Eucyclops macruroides";"(Lilljeborg, 1901)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240799";"240799";"Eucyclops macrurus";"(Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17874";"17874";"Eucyclops serrulatus";"(Fischer, 1851)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240800";"240800";"Eucyclops speratus";"(Lilljeborg, 1901)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"601502";"601502";"Eucyclops subterraneus";"(Graeter, 1907)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241025";"241025";"Eucypris pigra";"(Fischer, 1851)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18088";"18088";"Eucypris virens";"(Jurine, 1820)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17808";"17808";"Eudiaptomus gracilis";"(G.O. Sars, 1862)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240737";"240737";"Eudiaptomus vulgaris";"(Schmeil, 1896)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17700";"17700";"Eurycercus lamellatus";"(O.F. Müller, 1776)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241001";"241001";"Fabaeformiscandona breuili";"(Paris, 1920)";"";"";"ES";"Candonidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18025";"18025";"Fabaeformiscandona fabaeformis";"(Fischer, 1851)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"320827";"320827";"Fabaeformiscandona hyalina";"(Brady & Robertson, 1870)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241003";"241003";"Fabaeformiscandona wegelini";"(Petkovski, 1962)";"";"";"ES";"Candonidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18367";"18367";"Faucheria faucheri";"(Dollfus & Viré, 1900)";"";"";"ES";"Cirolanidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"628397";"628397";"Fontinalicaris fontinalis";"(Schnitter & Chappuis, 1915)";"";"";"ES";"Parastenocarididae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241244";"241244";"Gammarus fossarum";"Koch, 1836";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241245";"241245";"Gammarus lacustris";"G.O. Sars, 1864";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"639946";"639946";"Gammarus orinos";"Pinkster & Scholl, 1984";"";"";"ES";"Gammaridae";"Métropole";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18651";"18651";"Gammarus pulex";"(Linnaeus, 1758)";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241249";"241249";"Gammarus wautieri";"Roux, 1967";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"321764";"321764";"Gammarus zaddachi";"Sexton, 1912";"";"";"ES";"Gammaridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17898";"17898";"Graeteriella unisetigera";"(Graeter, 1908)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240713";"240713";"Graptoleberis testudinaria";"(Fischer, 1848)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18091";"18091";"Herpetocypris chevreuxi";"(Sars, 1896)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18092";"18092";"Herpetocypris reptans";"(Baird, 1835)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240727";"240727";"Heterocope saliens";"(Lilljeborg, 1863)";"";"";"ES";"Temoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18080";"18080";"Heterocypris incongruens";"(Ramdohr, 1808)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18081";"18081";"Heterocypris salina";"(Brady, 1868)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240669";"240669";"Ilyocryptus agilis";"Kurz, 1878";"";"";"ES";"Ilyocryptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241063";"241063";"Ilyocypris bradyi";"Sars, 1890";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18067";"18067";"Ilyocypris gibba";"(Ramdohr, 1808)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241067";"241067";"Ilyocypris monstrifica";"(Norman, 1862)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244578";"244578";"Ingolfiella thibaudi";"Coineau, 1968";"";"";"ES";"Ingolfiellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241051";"241051";"Isocypris beauchampi";"(Paris, 1920)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240672";"240672";"Lathonura rectirostris";"(O.F. Müller, 1776)";"";"";"ES";"Macrothricidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240718";"240718";"Leptodora kindtii";"(Focke, 1844)";"";"";"ES";"Leptodoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"235434";"235434";"Lernaea cyprinacea";"Linnaeus, 1758";"";"";"ES";"Lernaeidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18095";"18095";"Limnocythere inopinata";"(Baird, 1843)";"";"";"ES";"Limnocytheridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17869";"17869";"Macrocyclops albidus";"(Jurine, 1820)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240796";"240796";"Macrocyclops distinctus";"(Richard, 1887)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17871";"17871";"Macrocyclops fuscus";"(Jurine, 1820)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17721";"17721";"Macrothrix laticornis";"(Jurine, 1820)";"";"";"ES";"Macrothricidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240864";"240864";"Maraenobiotus insignipes";"(Lilljeborg, 1902)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240865";"240865";"Maraenobiotus vejdovskyi";"Mrázek, 1893";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240762";"240762";"Megacyclops gigas";"(Claus, 1857)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240763";"240763";"Megacyclops latipes";"(Lowndes, 1927)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17794";"17794";"Megacyclops viridis";"(Jurine, 1820)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240662";"240662";"Megafenestra aurita";"(Fischer, 1849)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240758";"240758";"Mesocyclops leuckarti";"(Claus, 1857)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240759";"240759";"Metacyclops gracilis";"(Lilljeborg, 1853)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240760";"240760";"Metacyclops minutus";"(Claus, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241072";"241072";"Metacypris cordata";"Brady & Robertson, 1870";"";"";"ES";"Limnocytheridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240975";"240975";"Microcharon reginae";"Dole & Coineau, 1988";"";"";"ES";"Lepidocharontidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240976";"240976";"Microcharon rouchi";"Coineau, 1968";"";"";"ES";"Lepidocharontidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240756";"240756";"Microcyclops rubellus";"(Lilljeborg, 1901)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240757";"240757";"Microcyclops varicans";"(O.G. Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240730";"240730";"Mixodiaptomus kupelwieseri";"(Brehm, 1907)";"";"";"ES";"Diaptomidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240714";"240714";"Monospilus dispar";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240871";"240871";"Moraria brevipes";"(Sars, 1863)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240873";"240873";"Moraria pectinata";"Thiébaud & Pelosse, 1928";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"1001463";"240874";"Moraria poppei";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240875";"240875";"Moraria varica";"(Graeter, 1911)";"";"";"ES";"Canthocamptidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17859";"17859";"Nannopus palustris";"Brady, 1880";"";"";"ES";"Nannopodidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"827073";"244566";"Niphargopsis casparyi";"(Pratz, 1866)";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"332635";"332635";"Niphargus aquilex";"Schiødte, 1855";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244550";"244550";"Niphargus ciliatus";"Chevreux, 1906";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18662";"18662";"Niphargus fontanus";"Bate, 1859";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"332697";"332697";"Niphargus foreli";"Humbert, 1877";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244552";"244552";"Niphargus gallicus";"Schellenberg, 1935";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
