ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;CHANGEMENT_STATUT
"45";"240834";"240834";"Bryocamptus vandouwei";"(Kessler, 1914)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240843";"240843";"Bryocamptus weberi";"(Kessler, 1914)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240716";"240716";"Bythotrephes longimanus";"Leydig, 1860";"";"";"ES";"Cercopagididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319900";"319900";"Camptocercus biserratus";"Schoedler, 1862";"";"";"ES";"Eurycercidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240704";"240704";"Camptocercus lilljeborgi";"Schoedler, 1862";"";"";"ES";"Eurycercidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240705";"240705";"Camptocercus rectirostris";"Schoedler, 1862";"";"";"ES";"Eurycercidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"18017";"18017";"Candona angulata";"G. W. Müller, 1900";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241011";"241011";"Candona weltneri";"Hartwig, 1899";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240655";"240655";"Ceriodaphnia dubia";"Richard, 1894";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240660";"240660";"Ceriodaphnia rotunda";"Sars, 1862";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240686";"240686";"Chydorus brevilabris";"Frey, 1980";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240687";"240687";"Chydorus gibbus";"Sars, 1890";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240688";"240688";"Chydorus ovalis";"Kurz, 1875";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"624802";"624802";"Crangonyx subterraneus";"Bate, 1859";"";"";"ES";"Crangonyctidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241005";"241005";"Cryptocandona reducta";"(Alm, 1914)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"18030";"18030";"Cyclocypris globosa";"(Sars, 1863)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241015";"241015";"Cyclocypris mediosetosa";"Meisch, 1987";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241017";"241017";"Cyclocypris serena";"(Koch, 1838)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240784";"240781";"Cyclops furcifer";"Claus, 1857";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"320117";"320117";"Cyclops heberti";"Einsle, 1996";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240782";"240782";"Cyclops insignis";"Claus, 1857";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240783";"240783";"Cyclops lacustris";"Sars G.O., 1863";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241056";"241056";"Cypretta seurati";"Gauthier, 1929";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241013";"241013";"Cypria exsculpta";"(Fischer, 1855)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241048";"241048";"Cypridopsis hartwigi";"G. W. Müller, 1900";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241049";"241049";"Cypridopsis lusatica";"Schafer, 1943";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240648";"240648";"Daphnia curvirostris";"Eylmann, 1887";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240649";"240649";"Daphnia galeata";"Sars, 1864";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319832";"319832";"Daphnia middendorffiana";"Fischer, 1851";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319834";"319834";"Daphnia pulicaria";"Forbes, 1893";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240651";"240651";"Daphnia rosea";"Sars, 1862";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240645";"240645";"Daphnia similis";"Claus, 1876";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240652";"240652";"Daphnia zschokkei";"Stingelin, 1894";"";"";"ES";"Daphniidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240775";"240775";"Diacyclops hypnicola";"(Gurney, 1927)";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240777";"240777";"Diacyclops nanus";"(O.G. Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"624863";"624863";"Disparalona leei";"(Chien, 1970)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241054";"241054";"Dolerocypris fasciata";"(O.F. Müller, 1776)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241055";"241055";"Dolerocypris sinensis";"Sars, 1903";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240671";"240671";"Drepanothrix dentata";"(Eurén, 1861)";"";"";"ES";"Macrothricidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241237";"241237";"Echinogammarus stocki";"G.S. Karaman, 1970";"";"";"ES";"Gammaridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17852";"17852";"Elaphoidella gracilis";"(Sars, 1863)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17853";"17853";"Elaphoidella leruthi";"Chappuis, 1937";"";"";"ES";"Canthocamptidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"307320";"307320";"Ergasilus gibbus";"Nordmann, 1832";"";"";"ES";"Ergasilidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"364532";"364532";"Ergasilus lizae";"Krøyer, 1863";"";"";"ES";"Ergasilidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319866";"639943";"Eubosmina coregoni";"(Baird, 1857)";"";"";"ES";"Bosminidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319866";"622896";"Eubosmina longispina";"(Leydig, 1860)";"";"";"ES";"Bosminidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"827060";"240797";"Eucyclops denticulatus";"(Graeter, 1903)";"";"";"ES";"Cyclopidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"18087";"18087";"Eucypris crassa";"(O.F. Müller, 1785)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241023";"241023";"Eucypris elliptica";"(Baird, 1846)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241024";"241024";"Eucypris lilljeborgi";"(G. W. Müller, 1900)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240735";"240735";"Eudiaptomus graciloides";"(Lilljeborg, 1888)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241000";"241000";"Fabaeformiscandona acuminata";"(Fischer, 1851)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241002";"241002";"Fabaeformiscandona caudata";"(Kaufmann, 1900)";"";"";"ES";"Candonidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"827166";"639945";"Fontinalicaris meridionalis";"(Rouch, 1990)";"";"";"ES";"Parastenocarididae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"628399";"628399";"Gammarus caparti";"Petre-Stroobants, 1981";"";"";"ES";"Gammaridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240889";"240889";"Halectinosoma abrau";"(Krichagin, 1877)";"";"";"ES";"Ectinosomatidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"544399";"240732";"Hemidiaptomus superbus";"(Schmeil, 1895)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"18090";"18090";"Herpetocypris brevicaudata";"Kaufmann, 1900";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241035";"241035";"Herpetocypris intermedia";"Kaufmann, 1900";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241052";"241052";"Heterocypris barbara";"(Gauthier & Brehm, 1928)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241053";"241053";"Heterocypris reptans";"(Kaufmann, 1900)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240717";"240717";"Holopedium gibberum";"Zaddach, 1855";"";"";"ES";"Holopediidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240862";"240862";"Hypocamptus brehmi";"(Van Douwe, 1922)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240668";"240668";"Ilyocryptus acutifrons";"Sars, 1862";"";"";"ES";"Ilyocryptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319854";"319854";"Ilyocryptus cuneatus";"Stifter, 1988";"";"";"ES";"Ilyocryptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319852";"319852";"Ilyocryptus silvaeducensis";"Romijn, 1919";"";"";"ES";"Ilyocryptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17724";"17724";"Ilyocryptus sordidus";"(Liévin, 1848)";"";"";"ES";"Ilyocryptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319853";"319853";"Ilyocryptus spinosus";"Stifter, 1988";"";"";"ES";"Ilyocryptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"18066";"18066";"Ilyocypris biplicata";"(Koch, 1838)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241064";"241064";"Ilyocypris decipiens";"Masi, 1905";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241065";"241065";"Ilyocypris inermis";"Kaufmann, 1900";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241022";"241022";"Koencypris ornata";"(O.F. Müller, 1776)";"";"";"ES";"Cyprididae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240706";"240706";"Kurzia latissima";"(Kurz, 1875)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"307326";"307326";"Lamproglena pulchella";"Nordmann, 1832";"";"";"ES";"Lernaeidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240707";"240707";"Leydigia acanthocercoides";"(Fischer, 1854)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"593722";"593722";"Leydigia leydigi";"(Schoedler, 1863)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241071";"241071";"Limnocythere stationis";"Vavra, 1891";"";"";"ES";"Limnocytheridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241070";"241070";"Limnocytherina sanctipatricii";"(Brady & Robertson, 1869)";"";"";"ES";"Limnocytheridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240673";"240673";"Macrothrix hirsuticornis";"Norman & Brady, 1867";"";"";"ES";"Macrothricidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"241058";"241058";"Microdarwinula zimmeri";"(Menzel, 1916)";"";"";"ES";"Darwinulidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240729";"240729";"Mixodiaptomus incrassatus";"(Sars, 1903)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"17813";"17813";"Mixodiaptomus laciniatus";"(Lilljeborg in Guerne & Richard, 1889)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"319934";"319934";"Mixodiaptomus lilljeborgi";"(Guerne & Richard, 1888)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240999";"240999";"Mixtacandona laisi";"(Klie, 1938)";"";"";"ES";"Candonidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240664";"240664";"Moina brachiata";"(Jurine, 1820)";"";"";"ES";"Moinidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"593724";"240665";"Moina macrocopa";"(Straus, 1819)";"";"";"ES";"Moinidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240666";"240666";"Moina micrura";"Kurz, 1875";"";"";"ES";"Moinidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"1001462";"320399";"Moraria mrazeki";"Scott, 1903";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"332728";"332728";"Niphargus jovanovici";"S.Karaman, 1931";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"332741";"332741";"Niphargus laisi";"Schellenberg, 1936";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"244563";"244563";"Niphargus setiferus";"Schellenberg, 1937";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"244564";"244564";"Niphargus thienemanni";"Schellenberg, 1934";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
